id express priority volume weight reward duration
89 0 0 22 29 346 631
90 0 0 3 18 1291 661
91 0 0 20 17 501 429
92 0 0 17 23 1356 368
93 0 0 21 26 833 355
94 0 0 16 21 567 237
95 0 0 22 28 1260 878
96 1 0 15 18 725 283
97 0 0 9 15 1946 485
98 0 0 17 15 1418 551
99 0 0 17 22 641 972
100 0 0 5 22 679 885
101 0 0 17 20 1659 340
102 0 0 27 5 1294 802
103 0 0 29 25 1471 635
104 0 0 22 3 937 533
105 0 0 9 18 1182 915
106 0 0 4 18 1685 334
107 0 0 8 3 1700 858
108 0 0 23 17 1536 672
109 0 0 22 9 1598 314
110 0 0 13 12 1644 880
111 1 0 6 6 364 671
112 1 0 17 23 1754 723
113 0 0 15 6 1001 288
114 0 0 23 25 1832 186
115 0 0 5 13 1536 1061
116 0 0 19 12 206 787
117 0 0 28 13 1100 715
118 0 0 5 8 209 900
119 0 0 20 8 1011 163
120 1 0 29 27 1248 893
121 0 0 29 29 1845 645
122 0 0 4 28 1548 901
123 1 0 3 16 1977 388
124 0 0 19 5 1988 157
125 0 0 7 25 872 345
126 0 0 5 16 1580 406
127 0 0 9 15 597 741
128 0 0 13 24 1916 179
129 1 0 3 7 1566 1009
130 0 0 5 8 1414 200
131 0 0 5 26 1858 299
132 0 0 23 12 1248 777
133 0 0 24 18 1708 698
134 0 0 9 11 733 909
135 0 0 29 16 1868 235
136 1 0 22 14 206 657
137 0 0 22 10 844 381
138 1 0 11 18 1328 883
139 0 0 4 13 226 1098
140 0 0 13 4 399 117
141 0 0 4 10 388 1031
142 0 0 17 14 1172 756
143 0 0 29 15 581 433
144 0 0 16 20 459 907
145 0 0 23 22 1836 1021
146 0 0 12 25 1067 763
147 0 0 20 7 1321 270
148 0 0 16 18 1281 706
149 0 0 25 16 783 1090
150 0 0 29 21 1561 429
151 0 0 4 19 388 1018
152 0 0 6 15 1353 369
153 0 0 3 11 578 907
154 0 0 17 14 1124 970
155 0 0 14 18 683 112
156 0 0 4 22 1397 820
157 0 0 7 26 1945 339
158 0 0 27 24 878 226
159 0 0 16 24 1082 161
160 0 0 17 4 1392 555
161 0 0 3 7 780 905
162 0 0 28 14 1626 289
163 1 0 15 28 1428 555
164 0 0 3 4 391 747
165 0 0 3 13 1384 170
166 0 0 7 11 306 825
167 0 0 9 24 1768 972
168 0 0 18 18 815 171
169 0 0 5 16 1549 524
170 1 0 23 6 1446 167
171 0 0 21 24 994 305
172 0 0 15 23 1058 883
173 0 0 8 10 1081 1096
174 0 0 16 22 1098 835
175 0 0 6 26 1013 889
176 0 0 11 19 1239 658
177 0 0 3 25 1750 781
178 0 0 6 15 751 152
179 0 0 23 5 1759 908
180 0 0 18 14 1073 508
181 0 0 15 23 1946 1039
182 0 0 29 6 1584 757
183 0 0 29 21 1013 301
184 0 0 13 22 1192 469
185 0 0 28 21 1822 818
186 0 0 29 22 951 694
187 0 0 28 22 1523 141
188 0 0 18 4 1119 542
189 0 0 22 22 1712 234
190 1 0 3 18 747 551
191 1 0 25 28 1014 879
192 0 0 28 15 364 974
193 1 0 29 27 1262 347
194 0 0 28 29 1143 996
195 0 0 23 10 1571 516
196 0 0 9 26 1175 1082
197 0 0 9 6 953 1052
198 0 0 10 15 1658 491
199 0 0 9 24 1118 935
200 0 0 12 26 788 160
201 0 0 26 22 462 117
202 0 0 15 20 1928 184
203 1 0 8 25 1129 279
204 0 0 27 25 468 344
205 0 0 10 28 1413 737
206 0 0 13 5 685 247
207 0 0 7 27 1893 224
208 0 0 14 7 481 986
209 0 0 17 7 546 179
210 0 0 10 12 833 899
211 1 0 7 4 1919 156
212 1 0 26 5 980 116
213 0 0 18 17 450 228
214 0 0 8 16 1528 996
215 0 0 12 27 1068 287
216 0 0 6 13 992 556
217 0 0 18 28 1046 396
218 0 0 20 3 570 160
219 0 0 12 29 283 970
220 0 0 27 9 292 572
221 0 0 22 13 226 564
222 0 0 22 25 1585 323
223 0 0 24 23 1638 136
224 1 0 6 3 1916 408
225 0 0 29 12 1170 827
226 0 0 4 16 1829 904
227 0 0 16 12 1626 213
228 0 0 9 8 1366 342
229 0 0 16 26 1046 1070
230 0 0 10 23 440 371
231 0 0 13 3 1441 122
232 0 0 21 13 1819 380
233 0 0 28 18 1817 375
234 0 0 28 11 670 207
235 0 0 23 18 1862 457
236 0 0 28 6 1646 777
237 0 0 18 11 826 815
238 0 0 19 21 415 267
239 0 0 4 26 512 560
240 0 0 18 23 1037 832
241 0 0 25 26 1980 202
242 0 0 6 18 1122 969
243 0 0 28 12 567 1100
244 0 0 18 14 1684 327
245 0 0 18 11 353 264
246 0 0 16 15 445 538
247 1 0 18 11 1298 601
248 0 0 9 19 1989 883
249 0 0 20 3 1577 224
250 1 0 21 19 948 752
251 0 0 24 3 1312 242
252 0 0 4 23 1280 828
253 0 0 3 12 1945 343
254 0 0 11 5 1475 617
255 1 0 6 27 1586 825
256 1 0 6 19 1155 476
257 1 0 10 28 1862 730
258 0 0 4 23 1464 623
259 0 0 14 28 510 1038
260 0 0 27 6 1486 836
261 0 0 29 13 922 1077
262 0 0 11 17 1692 195
263 0 0 17 13 1930 1059
264 0 0 8 26 337 882
265 0 0 4 10 960 457
266 0 0 5 21 313 796
267 0 0 19 5 853 341
268 0 0 27 29 1939 476
269 1 0 22 22 1259 998
270 0 0 9 19 853 648
271 0 0 25 18 1629 603
272 0 0 3 8 742 587
273 0 0 28 11 1599 156
274 0 0 28 25 250 466
275 0 0 22 5 574 529
276 0 0 26 14 1646 1071
277 0 0 18 16 1822 261
278 0 0 12 26 1098 276
279 0 0 8 10 1636 440
280 0 0 16 19 553 948
281 0 0 11 27 802 126
282 0 0 21 28 806 725
283 0 0 12 16 758 680
284 0 0 19 27 1142 997
285 0 0 20 13 1874 433
286 0 0 15 11 1221 534
287 0 0 22 15 650 430
288 0 0 9 13 1178 422
289 0 0 14 24 1893 388
290 0 0 6 26 237 498
291 0 0 27 6 1589 199
292 0 0 27 22 379 537
293 0 0 20 16 259 714
294 0 0 3 16 1130 499
295 0 0 22 7 1744 1026
296 0 0 9 10 1919 919
297 0 0 8 24 1209 306
298 0 0 22 7 1466 968
299 0 0 5 24 1865 890
300 0 0 14 11 1647 244
301 0 0 16 6 1798 416
302 0 0 20 8 712 717
303 0 0 27 25 823 1024
304 0 0 22 21 1291 125
305 0 0 15 16 1872 729
306 0 0 25 12 945 240
307 1 0 11 22 1368 563
308 0 0 22 22 1901 218
309 0 0 21 5 1851 992
310 1 0 24 8 1412 554
311 0 0 7 17 977 752
312 0 0 5 6 939 985
313 0 0 14 8 274 832
314 0 0 9 10 1786 447
315 0 0 26 15 822 665
316 0 0 5 11 231 444
317 0 0 6 13 1110 771
318 0 0 19 24 966 422
319 0 0 27 9 417 301
320 0 0 21 6 913 702
321 0 0 28 16 1756 802
322 0 0 4 20 1194 942
323 0 0 25 24 1214 700
324 0 0 17 3 995 250
325 0 0 15 16 1456 451
326 0 0 4 23 1947 894
327 0 0 12 27 1359 193
328 0 0 21 15 1189 1007
329 0 0 24 16 1706 316
330 0 0 15 3 1670 100
331 0 0 20 7 998 142
332 0 0 21 6 1280 851
333 0 0 18 5 338 421
334 0 0 5 29 691 339
335 0 0 27 9 564 946
336 0 0 24 7 1167 719
337 0 0 15 22 928 1028
338 0 0 20 7 1487 1011
339 0 0 18 21 955 151
340 0 0 20 8 511 446
341 0 0 22 15 1516 945
342 0 0 9 23 735 1057
343 0 0 16 8 1608 849
344 0 0 22 24 1469 228
345 0 0 27 8 1309 758
346 0 0 15 20 1580 761
347 0 0 8 17 1904 680
348 0 0 20 26 804 405
349 0 0 19 8 1283 492
350 0 0 11 26 1919 778
351 0 0 6 3 1332 603
352 0 0 3 28 1171 934
353 0 0 13 14 1922 1075
354 0 0 16 21 1436 1027
355 0 0 5 28 233 121
356 0 0 9 26 1864 900
357 0 0 8 22 1169 548
358 0 0 4 24 1025 180
359 0 0 18 26 1794 823
360 1 0 22 7 965 393
361 0 0 27 11 671 725
362 0 0 23 13 1686 238
363 1 0 26 9 475 552
364 1 0 19 4 1736 1002
365 0 0 27 22 1750 102
366 0 0 23 11 548 102
367 0 0 17 11 1370 582
368 0 0 12 12 1077 895
369 0 0 14 18 1105 1059
370 0 0 16 4 1552 246
371 0 0 23 22 1305 921
372 0 0 9 10 1163 566
373 1 0 6 9 1328 417
374 1 0 23 26 1258 760
375 0 0 12 27 971 103
376 0 0 4 14 485 452
377 0 0 13 26 892 930
378 0 0 27 6 417 424
379 0 0 18 27 1468 235
380 1 0 9 20 1788 467
381 0 0 27 26 710 432
382 0 0 6 7 1449 898
383 0 0 19 14 1013 421
384 0 0 5 21 793 708
385 0 0 14 20 681 277
386 1 0 17 4 1818 808
387 0 0 29 12 675 148
388 0 0 10 21 1312 347
389 0 0 14 7 1221 773
390 0 0 8 15 1755 322
391 1 0 20 16 576 933
392 0 0 18 11 1107 945
393 0 0 4 21 477 767
394 0 0 29 22 1947 957
395 0 0 3 8 1432 342
396 0 0 27 29 432 613
397 0 0 22 8 1944 879
398 0 0 26 24 1950 784
399 1 0 14 25 1914 465
400 0 0 3 19 1723 116
401 0 0 14 21 224 206
402 0 0 10 18 349 907
403 0 0 20 25 1984 967
404 0 0 10 5 1169 1056
405 0 0 8 28 994 606
406 0 0 25 17 1123 496
407 1 0 17 29 1949 1024
408 0 0 24 20 440 534
409 0 0 3 24 1014 1068
410 0 0 24 28 742 550
411 0 0 8 15 319 289
412 0 0 23 8 484 250
413 0 0 17 19 562 151
414 1 0 22 21 1056 964
415 0 0 3 14 310 147
416 0 0 18 16 1701 533
417 0 0 15 8 1274 527
418 0 0 29 13 645 136
419 0 0 22 28 802 1016
420 1 0 10 19 1018 793
421 0 0 26 22 1773 522
422 0 0 17 9 642 888
423 0 0 17 29 1675 403
424 1 0 10 11 688 183
425 0 0 29 11 786 244
426 0 0 22 27 355 668
427 0 0 27 18 1867 722
428 0 0 3 17 451 1045
429 0 0 24 10 1592 306
430 0 0 22 16 1235 825
431 0 0 3 25 331 474
432 1 0 16 13 1146 733
433 0 0 13 26 737 764
434 0 0 10 21 1233 121
435 0 0 25 21 1859 1031
436 0 0 18 3 1799 735
437 0 0 12 11 1304 571
438 0 0 4 27 1814 821
439 0 0 7 18 1162 625
440 0 0 14 11 1234 583
441 0 0 17 18 1189 703
442 0 0 9 9 976 495
443 0 0 24 21 710 826
444 0 0 8 13 982 1021
445 0 0 22 27 1362 721
446 0 0 23 11 1015 161
447 0 0 23 7 1143 366
448 0 0 20 19 1961 266
449 0 0 9 5 397 422
450 0 0 10 20 1794 135
451 0 0 8 5 327 799
452 0 0 9 18 681 707
453 0 0 8 7 423 106
454 0 0 6 4 713 1034
455 0 0 28 9 1346 1043
456 0 0 7 16 220 259
457 0 0 4 8 854 1041
458 0 0 6 25 275 865
459 0 0 26 8 309 163
460 0 0 24 3 219 501
461 0 0 24 6 733 150
462 1 0 21 18 1426 675
463 1 0 24 11 348 678
464 0 0 20 12 1467 590
465 0 0 22 12 1297 993
466 0 0 29 24 1432 284
467 0 0 13 3 1104 542
468 0 0 29 21 1516 270
469 0 0 26 22 1613 1058
470 0 0 25 26 1659 515
471 0 0 28 14 1492 725
472 0 0 29 15 935 192
473 0 0 12 27 1802 727
474 0 0 25 9 1499 105
475 0 0 4 10 1331 213
476 0 0 25 22 677 511
477 0 0 24 24 1715 369
478 0 0 26 3 1398 971
479 0 0 20 21 1261 642
480 0 0 13 28 764 782
481 1 0 29 7 1479 294
482 0 0 6 12 605 515
483 0 0 8 25 864 449
484 0 0 6 28 1214 288
485 0 0 29 20 1661 644
486 0 0 3 28 1735 219
487 0 0 10 14 1325 1067
488 0 0 13 26 1638 972
489 0 0 14 15 1629 873
490 0 0 18 5 1084 343
491 0 0 7 26 1735 910
492 0 0 27 8 263 211
493 0 0 15 3 1752 762
494 0 0 21 20 1809 1098
495 0 0 24 7 945 100
496 0 0 27 24 1027 746
497 0 0 19 15 1847 1077
498 1 0 8 11 684 940
499 0 0 20 18 1341 304
500 0 0 6 7 1897 351
501 0 0 3 3 944 213
502 0 0 21 9 1078 259
503 0 0 27 7 1025 900
504 0 0 25 23 860 399
505 0 0 20 12 1164 366
506 0 0 17 24 1851 854
507 0 0 14 9 1866 390
508 0 0 22 3 1437 727
509 1 0 15 21 1304 260
510 0 0 15 15 1824 991
511 0 0 21 4 1648 1015
512 0 0 11 22 902 911
513 0 0 11 4 1104 491
514 0 0 20 13 1884 379
515 0 0 16 9 324 644
516 0 0 16 6 1235 384
517 0 0 13 25 717 708
518 0 0 16 24 756 931
519 0 0 13 5 771 1065
520 0 0 18 13 1606 214
521 0 0 19 19 1189 1066
522 0 0 17 21 203 163
523 0 0 22 27 480 1013
524 0 0 12 27 1236 272
525 0 0 14 3 1671 253
526 0 0 23 5 922 216
527 0 0 9 15 1011 876
528 0 0 25 11 341 882
529 0 0 28 17 1807 106
530 0 0 27 19 808 140
531 0 0 28 21 1294 1039
532 1 0 11 22 595 276
533 0 0 20 17 1439 460
534 0 0 22 15 295 912
535 0 0 5 18 1379 653
536 0 0 26 21 1946 839
537 1 0 12 19 548 962
538 0 0 17 26 1600 583
539 1 0 9 29 820 723
540 0 0 3 11 741 445
541 0 0 25 4 639 224
542 0 0 24 15 751 372
543 0 0 7 21 780 603
544 0 0 13 9 1114 263
545 0 0 19 20 420 755
546 0 0 26 6 851 994
547 0 0 24 26 766 755
548 0 0 15 4 1853 416
549 0 0 11 23 852 390
550 0 0 22 5 1499 228
551 0 0 20 9 898 672
552 0 0 26 23 226 241
553 0 0 28 18 631 836
554 0 0 6 17 1270 590
555 0 0 13 10 720 816
556 0 0 16 25 1722 809
557 1 0 5 6 1540 851
558 0 0 7 24 695 511
559 0 0 6 29 1410 121
560 1 0 23 26 1780 355
561 1 0 21 25 1652 510
562 0 0 14 29 433 1001
563 0 0 19 29 1626 513
564 0 0 14 5 1579 544
565 1 0 27 7 992 364
566 0 0 17 17 571 933
567 0 0 10 20 489 862
568 0 0 10 23 647 721
569 0 0 14 22 1091 499
570 0 0 8 14 262 288
571 0 0 14 14 1130 639
572 0 0 17 5 535 883
573 0 0 20 5 1620 461
574 0 0 24 5 460 607
575 0 0 5 6 298 989
576 0 0 17 14 1087 531
577 0 0 28 10 471 740
578 1 0 26 20 1788 1066
579 0 0 4 16 211 287
580 0 0 17 6 739 449
581 0 0 7 20 1982 576
582 0 0 10 12 496 369
583 1 0 9 7 919 115
584 0 0 18 4 631 1008
585 0 0 23 19 1065 250
586 0 0 15 11 272 551
587 0 0 26 18 794 237
588 0 0 23 8 1295 1064
589 0 0 7 22 1505 374
590 0 0 25 16 1694 103
591 0 0 8 23 557 552
592 0 0 27 11 958 163
593 0 0 21 11 1949 103
594 0 0 10 5 1433 446
595 0 0 21 14 442 432
596 0 0 8 22 1358 373
597 0 0 28 23 1142 489
598 0 0 5 7 1087 428
599 0 0 22 24 1227 588
600 0 0 6 13 828 237
601 0 0 4 7 1874 992
602 1 0 7 18 1135 527
603 0 0 14 14 1913 567
604 0 0 4 3 1592 783
605 0 0 14 27 241 633
606 0 0 24 22 295 239
607 1 0 21 27 415 332
608 0 0 26 24 882 945
609 0 0 17 15 245 860
610 0 0 28 6 916 462
611 1 0 17 11 1339 342
612 0 0 4 5 1758 143
613 0 0 23 14 1633 318
614 0 0 14 10 490 324
615 0 0 27 26 691 457
616 0 0 25 14 1459 302
617 0 0 19 9 793 523
618 0 0 10 22 1725 1056
619 0 0 27 4 1115 831
620 0 0 27 22 1315 623
621 0 0 11 4 1217 350
622 0 0 22 23 1403 529
623 1 0 28 12 1687 132
624 0 0 9 11 1730 931
625 0 0 16 21 885 215
626 0 0 27 9 418 492
627 0 0 25 9 906 854
628 0 0 28 24 698 1053
629 0 0 9 18 790 1038
630 0 0 27 10 1904 156
631 0 0 24 21 1165 564
632 0 0 24 25 952 654
633 0 0 5 25 1099 468
634 0 0 7 10 1458 717
635 0 0 27 19 1668 975
636 0 0 5 15 1767 106
637 0 0 22 13 1430 340
638 0 0 8 7 1218 164
639 0 0 28 20 1056 1096
640 0 0 11 20 905 839
641 0 0 4 18 1439 691
642 0 0 12 7 489 253
643 0 0 15 25 1353 985
644 0 0 22 16 375 104
645 0 0 26 19 1252 457
646 0 0 27 29 1470 650
647 0 0 7 14 1763 936
648 1 0 16 22 462 560
649 0 0 17 28 1900 455
650 0 0 11 7 1607 132
651 0 0 3 22 1597 623
652 0 0 8 13 1344 899
653 0 0 26 23 307 896
654 0 0 24 17 368 849
655 0 0 11 24 1037 853
656 0 0 18 27 465 338
657 0 0 9 5 1963 336
658 1 0 9 18 397 1064
659 0 0 22 20 306 590
660 0 0 11 19 1393 337
661 0 0 26 14 1017 594
662 0 0 9 10 415 284
663 0 0 15 7 1807 854
664 0 0 8 20 1497 317
665 0 0 4 5 422 394
666 0 0 19 5 811 324
667 0 0 8 17 1778 645
668 0 0 25 24 1381 611
669 0 0 17 17 1645 351
670 0 0 15 6 1677 719
671 0 0 13 16 385 646
672 0 0 12 27 1609 925
673 0 0 28 29 1704 215
674 1 0 22 27 219 659
675 0 0 15 21 1895 509
676 0 0 16 20 1694 878
677 0 0 26 27 819 655
678 0 0 18 8 841 424
679 0 0 4 5 1100 949
680 0 0 9 18 1965 1068
681 0 0 27 4 1384 974
682 0 0 24 28 1473 355
683 1 0 8 27 1143 610
684 0 0 3 16 1683 155
685 0 0 24 19 1418 570
686 0 0 9 16 311 399
687 0 0 9 13 1162 333
688 0 0 10 25 1140 821
689 0 0 6 3 1354 1086
690 0 0 27 27 1754 665
691 0 0 9 8 690 796
692 0 0 3 21 269 742
693 0 0 7 29 1302 709
694 0 0 6 21 1435 415
695 0 0 29 25 1742 231
696 0 0 26 23 651 184
697 0 0 12 20 520 755
698 0 0 27 4 547 1032
699 0 0 25 15 1857 431
700 0 0 16 20 1260 410
701 0 0 10 3 1325 646
702 0 0 22 22 398 739
703 0 0 21 5 1808 527
704 0 0 26 14 1686 456
705 0 0 11 8 1751 556
706 0 0 20 28 517 871
707 0 0 20 8 1237 647
708 0 0 4 22 645 661
709 1 0 27 7 460 101
710 0 0 22 11 366 1045
711 0 0 26 6 1141 598
712 0 0 7 26 1803 848
713 0 0 23 4 1801 671
714 0 0 26 28 1357 394
715 0 0 4 20 889 376
716 0 0 12 13 302 605
717 0 0 14 4 1436 791
718 0 0 23 5 1350 699
719 0 0 12 19 382 769
720 0 0 16 7 381 1057
721 0 0 10 28 1050 247
722 0 0 5 16 1808 205
723 1 0 7 7 501 382
724 0 0 9 26 908 130
725 1 0 22 11 1405 971
726 0 0 13 7 1527 974
727 0 0 18 25 800 310
728 0 0 23 18 1125 894
729 0 0 3 29 1471 793
730 0 0 4 13 339 506
731 0 0 13 17 326 924
732 0 0 29 15 816 672
733 0 0 24 27 1753 1029
734 0 0 4 28 1511 872
735 0 0 19 16 1598 235
736 0 0 17 22 265 307
737 0 0 11 10 1033 256
738 0 0 22 14 1024 254
739 0 0 19 15 1011 971
740 0 0 22 18 1649 830
741 0 0 27 18 1214 355
742 0 0 16 25 1532 633
743 0 0 24 16 1064 744
744 0 0 20 21 643 336
745 0 0 4 15 1493 267
746 0 0 10 12 1534 278
747 0 0 19 29 854 326
748 1 0 14 8 1029 513
749 0 0 12 8 1591 284
750 0 0 9 23 840 522
751 0 0 19 14 1693 881
752 0 0 26 4 364 948
753 0 0 27 21 874 1000
754 0 0 21 21 1345 114
755 0 0 7 7 1088 174
756 0 0 29 12 1605 906
757 0 0 19 15 699 734
758 0 0 8 7 1430 340
759 0 0 24 13 309 402
760 0 0 29 21 499 499
761 1 0 17 12 1796 742
762 0 0 8 7 572 799
763 0 0 20 25 1351 680
764 0 0 5 25 1700 984
765 0 0 19 16 458 138
766 0 0 21 26 397 893
767 0 0 18 15 826 232
768 0 0 12 9 1698 1073
769 0 0 15 16 1571 134
770 1 0 24 20 1220 982
771 0 0 18 29 1582 310
772 0 0 4 27 214 891
773 1 0 18 21 848 791
774 0 0 6 12 435 417
775 0 0 22 29 308 442
776 0 0 7 14 1169 462
777 0 0 17 13 1562 336
778 0 0 7 26 1988 409
779 1 0 12 7 1267 702
780 0 0 27 24 1884 668
781 0 0 12 29 450 973
782 1 0 15 14 1785 832
783 0 0 10 25 1215 450
784 0 0 18 5 1597 972
785 0 0 19 7 1904 909
786 0 0 28 3 1963 741
787 1 0 19 29 351 157
788 0 0 21 21 387 581
789 0 0 9 12 1766 1077
790 0 0 24 22 1067 1049
791 0 0 15 25 327 823
792 0 0 23 10 1938 187
793 0 0 10 19 657 228
794 0 0 24 29 1047 1040
795 0 0 16 16 958 818
796 0 0 18 29 1145 280
797 0 0 27 6 370 1033
798 0 0 4 20 1322 505
799 0 0 16 24 1222 486
800 0 0 22 5 407 141
801 0 0 7 7 1036 566
802 0 0 18 11 1723 410
803 0 0 29 14 868 580
804 0 0 27 22 591 842
805 0 0 17 20 1485 961
806 0 0 13 14 728 732
807 0 0 27 3 1343 631
808 0 0 22 27 1948 814
809 0 0 18 18 1738 918
810 0 0 5 24 931 721
811 0 0 19 15 641 871
812 0 0 19 21 1869 564
813 0 0 14 16 916 240
814 1 0 4 22 1889 879
815 0 0 18 10 1923 597
816 0 0 24 14 1348 1010
817 0 0 10 13 1849 183
818 0 0 16 11 692 701
819 0 0 12 9 1910 140
820 0 0 5 3 1318 411
821 0 0 8 23 362 652
822 1 0 6 25 236 216
823 0 0 13 19 1660 882
824 0 0 20 12 1967 635
825 0 0 7 10 1373 313
826 0 0 8 22 387 100
827 0 0 6 25 1612 466
828 0 0 8 17 1136 327
829 0 0 17 24 490 311
830 0 0 12 15 1924 386
831 0 0 5 4 1360 1095
832 1 0 26 8 1223 861
833 0 0 25 25 335 748
834 1 0 5 12 1235 896
835 0 0 25 17 1857 205
836 0 0 25 27 541 111
837 0 0 26 10 817 624
838 0 0 4 19 259 203
839 0 0 19 4 808 759
840 0 0 7 13 282 917
841 0 0 18 3 1552 813
842 0 0 28 3 1015 414
843 0 0 22 9 549 851
844 0 0 5 13 374 826
845 0 0 10 23 1382 931
846 0 0 13 21 641 897
847 0 0 15 18 887 404
848 0 0 18 4 1030 370
849 0 0 20 15 913 214
850 0 0 6 14 1581 820
851 0 0 28 14 568 622
852 0 0 18 21 1242 830
853 0 0 20 21 1964 706
854 0 0 26 5 641 951
855 0 0 27 13 821 133
856 1 0 10 9 1191 252
857 0 0 7 19 967 508
858 1 0 27 22 716 588
859 0 0 17 10 943 119
860 0 0 22 7 484 356
861 0 0 25 14 885 973
862 0 0 17 5 1311 162
863 0 0 8 21 409 414
864 0 0 16 16 293 480
865 0 0 9 18 1611 208
866 0 0 22 21 1503 1078
867 0 0 24 20 227 151
868 0 0 19 10 254 907
869 0 0 14 19 1650 203
870 0 0 17 8 361 1019
871 0 0 13 16 1042 132
872 0 0 12 17 989 163
873 1 0 18 11 1192 615
874 0 0 27 10 1078 947
875 0 0 19 22 1933 547
876 1 0 10 12 714 475
877 0 0 25 22 1552 754
878 0 0 9 28 1862 1048
879 0 0 19 5 1562 897
880 0 0 22 9 1126 228
881 0 0 13 4 439 727
882 0 0 13 7 1954 967
883 0 0 15 29 1183 577
884 0 0 15 13 1393 550
885 0 0 21 15 1670 783
886 0 0 15 17 1341 118
887 0 0 27 18 385 392
888 1 0 17 5 767 962
889 0 0 28 6 747 676
890 0 0 15 20 352 1008
891 0 0 11 25 1632 713
892 0 0 11 26 888 251
893 0 0 7 11 778 659
894 0 0 16 7 353 349
895 0 0 26 4 951 336
896 0 0 16 26 877 467
897 0 0 17 21 1438 292
898 0 0 6 12 475 551
899 1 0 17 22 639 676
900 0 0 25 15 746 338
901 0 0 12 18 815 673
902 1 0 20 20 1813 1078
903 0 0 17 23 1285 195
904 0 0 29 7 1022 118
905 1 0 8 8 1506 954
906 0 0 8 21 274 373
907 0 0 20 20 380 681
908 0 0 27 29 811 942
909 0 0 25 15 311 387
910 1 0 8 5 463 760
911 0 0 25 27 809 664
912 0 0 11 27 429 949
913 0 0 4 13 1414 420
914 0 0 15 10 277 706
915 0 0 24 26 571 700
916 0 0 11 18 1023 932
917 0 0 21 11 1876 330
918 1 0 22 20 407 823
919 0 0 27 5 244 755
920 1 0 22 15 1015 256
921 0 0 4 6 551 479
922 0 0 7 15 249 802
923 0 0 25 7 802 661
924 0 0 12 13 1060 889
925 0 0 27 7 1808 521
926 0 0 24 15 1295 265
927 0 0 26 11 1293 404
928 0 0 9 26 462 111
929 0 0 23 27 1160 610
930 0 0 26 26 1616 418
931 1 0 9 7 501 612
932 0 0 18 26 1136 600
933 0 0 15 21 1496 297
934 0 0 19 24 789 109
935 0 0 13 9 437 702
936 0 0 12 9 1389 161
937 0 0 8 12 819 157
938 1 0 22 27 387 670
939 0 0 17 11 1146 779
940 0 0 17 19 1913 419
941 0 0 12 5 807 565
942 0 0 7 23 941 828
943 0 0 10 29 1573 122
944 0 0 24 8 1531 856
945 0 0 27 12 1216 151
946 1 0 19 5 1552 291
947 0 0 6 4 704 901
948 0 0 18 28 1322 469
949 0 0 12 17 735 1015
950 0 0 14 16 1563 583
951 0 0 15 8 526 1081
