id express priority volume weight reward duration
331 0 0 13 29 626 332
20 0 0 13 3 621 723
41 0 0 25 16 620 1002
260 0 0 6 16 618 1039
116 0 0 6 3 615 970
413 0 0 25 13 609 1070
405 0 0 13 10 606 592
266 0 0 22 19 602 291
334 0 0 7 29 598 161
29 0 0 13 22 590 660
84 0 0 10 10 588 654
277 0 0 29 16 584 203
293 0 0 25 22 580 176
380 0 0 13 6 580 558
204 0 0 26 10 574 593
156 0 0 29 22 561 236
364 0 0 13 23 560 244
441 0 0 10 10 553 631
200 0 0 13 25 550 100
106 0 0 10 3 547 766
356 0 0 25 13 546 1056
351 0 0 10 6 542 430
130 0 0 16 29 533 935
408 0 0 16 16 527 1100
335 0 0 19 3 522 1009
80 0 0 25 28 521 989
302 0 0 19 28 512 778
232 0 0 7 7 501 800
278 0 0 16 22 491 581
135 0 0 6 19 486 789
269 0 0 19 28 486 840
73 0 0 13 10 483 694
90 0 0 22 3 480 1037
279 0 0 16 3 477 194
389 0 0 25 22 471 448
363 0 0 22 19 470 470
87 0 0 13 3 466 937
393 0 0 6 10 465 900
197 0 0 13 3 455 292
140 0 0 6 3 453 537
119 0 0 9 22 452 901
434 0 0 6 6 442 900
118 0 0 23 20 437 996
341 0 0 9 9 427 447
190 0 0 10 13 419 950
274 0 0 20 20 418 893
295 0 0 10 13 414 478
112 0 0 10 26 410 192
401 0 0 6 19 406 430
22 0 0 26 16 403 402
28 0 0 13 26 396 664
207 0 0 16 10 396 514
187 0 0 20 7 386 964
179 0 0 25 25 371 509
7 0 0 16 13 367 703
261 0 0 3 3 355 869
315 0 0 3 13 355 737
407 0 0 22 28 347 1058
111 0 0 22 3 338 357
257 0 0 28 22 330 563
377 0 0 28 16 327 1010
294 0 0 19 6 324 237
276 0 0 22 22 318 898
372 0 0 19 26 309 271
117 0 0 22 19 287 752
449 0 0 16 16 287 918
270 0 0 16 3 279 744
268 0 0 26 29 267 777
138 0 0 16 3 262 658
162 0 0 26 19 244 1055
318 0 0 29 10 243 775
189 0 0 16 19 234 1001
360 0 0 16 3 227 464
174 0 0 22 13 226 631
440 0 0 22 25 224 467
203 0 0 13 6 223 597
74 0 0 25 28 221 802
164 0 0 3 16 220 351
234 0 0 19 6 217 732
62 0 0 25 6 216 182
299 0 0 19 28 213 755
167 0 0 9 13 211 1039
163 0 0 23 13 206 128
340 0 0 20 23 204 293
192 0 0 13 3 203 818
192 0 0 13 3 203 818
