id express priority volume weight reward duration
84 0 1 29 20 1898 462
85 0 1 13 22 1897 794
86 0 1 14 29 1897 430
87 0 1 17 19 1896 695
88 0 1 8 24 1895 139
89 0 1 15 21 1895 509
90 0 1 7 14 1895 949
91 0 1 18 28 1894 331
92 0 1 7 27 1893 224
93 0 1 14 24 1893 388
94 0 1 14 22 1893 901
95 0 1 18 27 1891 179
96 0 1 13 17 1889 180
97 0 1 18 14 1887 731
98 0 1 3 24 1885 361
99 0 1 27 24 1884 668
100 0 1 26 28 1884 487
101 0 1 29 16 1884 1065
102 0 1 23 27 1881 161
103 0 1 12 27 1879 828
104 0 1 19 25 1879 1042
105 0 1 18 16 1875 535
106 0 1 12 26 1874 1040
107 0 1 15 16 1872 729
108 0 1 13 18 1870 1001
109 0 1 19 21 1869 564
110 0 1 29 16 1868 235
111 0 1 6 21 1868 452
112 0 1 27 18 1867 722
113 0 1 22 21 1866 130
114 0 1 5 24 1865 890
115 0 1 9 26 1864 900
116 0 1 22 21 1864 191
117 0 1 3 21 1863 436
118 0 1 23 18 1862 457
119 0 1 9 28 1862 1048
120 0 1 25 21 1859 1031
121 0 1 5 26 1858 299
122 0 1 25 15 1857 431
123 0 1 25 17 1857 205
124 0 1 3 20 1857 1032
125 0 1 22 14 1857 262
126 0 1 16 19 1857 601
127 0 1 28 27 1855 727
128 0 1 21 26 1853 723
129 0 1 8 19 1853 709
130 0 1 17 24 1851 854
131 0 1 25 28 1851 1021
132 0 1 24 15 1850 365
133 0 1 19 15 1847 1077
134 0 1 26 21 1847 113
135 0 1 29 29 1845 645
136 0 1 28 20 1843 744
137 0 1 4 26 1842 780
138 0 1 4 20 1842 1082
139 0 1 4 28 1838 1029
140 0 1 23 22 1836 1021
141 0 1 14 16 1836 781
142 0 1 18 24 1836 477
143 0 1 24 13 1835 895
144 0 1 20 27 1834 546
145 0 1 9 23 1834 418
146 0 1 22 12 1834 551
147 0 1 28 18 1833 695
148 0 1 23 25 1832 186
149 0 1 26 22 1832 661
150 0 1 5 25 1831 912
151 0 1 4 16 1829 904
152 0 1 10 19 1829 966
153 0 1 29 15 1827 901
154 0 1 17 21 1826 108
155 0 1 15 15 1824 991
156 0 1 21 28 1824 977
157 0 1 11 16 1823 761
158 0 1 28 21 1822 818
159 0 1 18 16 1822 261
160 0 1 26 14 1819 914
161 0 1 21 13 1819 380
162 0 1 7 20 1818 236
163 0 1 28 12 1817 506
164 0 1 28 18 1817 375
165 0 1 9 12 1815 1017
166 0 1 4 27 1814 821
167 0 1 9 27 1813 928
168 0 1 25 20 1812 1033
169 0 1 3 21 1811 612
170 0 1 28 19 1810 979
171 0 1 14 22 1810 279
172 0 1 21 20 1809 1098
173 0 1 16 29 1809 485
174 0 1 5 16 1808 205
175 0 1 28 17 1807 106
176 0 1 15 19 1807 738
177 0 1 28 14 1806 904
178 0 1 17 15 1805 671
179 0 1 7 26 1803 848
180 0 1 8 23 1803 460
181 0 1 26 22 1803 1020
182 0 1 12 27 1802 727
183 0 1 19 29 1800 322
184 0 1 29 22 1799 185
185 0 1 15 29 1799 1015
186 0 1 7 15 1798 892
187 0 1 5 19 1797 754
188 0 1 12 13 1797 889
189 0 1 18 26 1794 823
190 0 1 10 20 1794 135
191 0 1 21 12 1794 893
192 0 1 8 20 1794 778
193 0 1 21 28 1794 593
194 0 1 16 17 1793 307
195 0 1 26 24 1792 196
196 0 1 17 27 1792 780
197 0 1 6 19 1791 888
198 0 1 26 18 1789 410
199 0 1 5 21 1788 985
200 0 1 15 23 1788 911
201 0 1 8 14 1787 964
202 0 1 20 15 1787 167
203 0 1 20 14 1786 719
204 0 1 13 24 1784 648
205 0 1 11 27 1784 356
206 0 1 19 20 1782 355
207 0 1 17 21 1781 841
208 0 1 7 23 1780 901
209 0 1 14 25 1779 971
210 0 1 8 17 1778 645
211 0 1 6 14 1778 353
212 0 1 24 22 1777 635
213 0 1 15 19 1775 471
214 0 1 4 26 1775 739
215 0 1 17 13 1775 292
216 0 1 23 13 1774 1087
217 0 1 26 22 1773 522
218 0 1 5 21 1772 330
219 0 1 26 21 1772 561
220 0 1 21 21 1769 223
221 0 1 9 24 1768 972
222 0 1 22 12 1768 795
223 0 1 5 15 1767 106
224 0 1 9 12 1766 1077
225 0 1 24 16 1765 247
226 0 1 7 14 1763 936
227 0 1 23 14 1762 335
228 0 1 23 26 1760 978
229 0 1 27 19 1760 269
230 0 1 13 27 1760 106
231 0 1 25 24 1759 131
232 0 1 12 14 1758 172
233 0 1 8 16 1757 619
234 0 1 28 16 1756 802
235 0 1 8 15 1755 322
236 0 1 27 27 1754 665
237 0 1 24 27 1753 1029
238 0 1 10 17 1753 687
239 0 1 26 17 1753 102
240 0 1 11 17 1753 106
241 0 1 15 27 1752 1033
242 0 1 28 24 1752 494
243 0 1 26 19 1752 748
244 0 1 3 25 1750 781
245 0 1 27 22 1750 102
246 0 1 4 15 1748 247
247 0 1 27 18 1747 1060
248 0 1 14 15 1746 586
249 0 1 26 17 1745 1021
250 0 1 18 13 1743 1070
251 0 1 3 29 1743 495
252 0 1 29 25 1742 231
253 0 1 21 13 1741 901
254 0 1 15 27 1740 123
255 0 1 20 16 1740 874
256 0 1 18 20 1740 632
257 0 1 18 18 1738 918
258 0 1 3 28 1735 219
259 0 1 7 26 1735 910
260 0 1 8 29 1734 916
261 0 1 27 20 1731 235
262 0 1 13 20 1730 851
263 0 1 5 21 1729 235
264 0 1 12 19 1726 282
265 0 1 11 23 1726 196
266 0 1 10 22 1725 1056
267 0 1 25 12 1724 746
268 0 1 28 20 1724 478
269 0 1 3 19 1723 116
270 0 1 24 29 1723 1001
271 0 1 16 25 1722 809
272 0 1 18 26 1721 940
273 0 1 16 27 1720 587
274 0 1 16 23 1719 517
275 0 1 15 28 1719 676
276 0 1 21 23 1718 550
277 0 1 24 24 1715 369
278 0 1 14 26 1713 728
279 0 1 23 21 1713 225
280 0 1 22 22 1712 234
281 0 1 8 27 1712 383
282 0 1 24 18 1708 698
283 0 1 20 17 1708 1045
284 0 1 27 21 1707 868
285 0 1 24 22 1707 527
286 0 1 24 16 1706 316
287 0 1 9 25 1705 1001
288 0 1 28 29 1704 215
289 0 1 10 14 1704 573
290 0 1 15 25 1702 301
291 0 1 18 16 1701 533
292 0 1 13 17 1701 109
293 0 1 5 25 1700 984
294 0 1 28 15 1696 903
295 0 1 26 23 1695 174
296 0 1 20 12 1695 103
297 0 1 25 16 1694 103
298 0 1 16 20 1694 878
299 0 1 5 27 1694 179
300 0 1 19 14 1693 881
301 0 1 19 29 1693 527
302 0 1 11 17 1692 195
303 0 1 4 15 1690 745
304 0 1 13 16 1689 1087
305 0 1 15 13 1687 607
306 0 1 23 13 1686 238
307 0 1 26 14 1686 456
308 0 1 25 28 1686 281
309 0 1 19 24 1686 162
310 0 1 4 18 1685 334
311 0 1 7 29 1685 797
312 0 1 18 14 1684 327
313 0 1 8 18 1684 164
314 0 1 8 22 1684 324
315 0 1 3 16 1683 155
316 0 1 21 12 1683 856
317 0 1 19 20 1680 1006
318 0 1 7 13 1679 384
319 0 1 20 27 1679 1016
320 0 1 28 18 1679 309
321 0 1 19 18 1679 511
322 0 1 7 17 1678 544
323 0 1 21 28 1677 1046
324 0 1 4 17 1676 1041
325 0 1 26 26 1676 277
326 0 1 17 29 1675 403
327 0 1 4 24 1675 1024
328 0 1 17 23 1674 452
329 0 1 23 12 1674 653
330 0 1 21 28 1673 639
331 0 1 24 29 1672 888
332 0 1 9 23 1671 768
333 0 1 21 15 1670 783
334 0 1 24 27 1670 878
335 0 1 7 22 1670 505
336 0 1 27 19 1668 975
337 0 1 7 29 1667 364
338 0 1 11 21 1666 495
339 0 1 20 29 1664 627
340 0 1 25 12 1663 109
341 0 1 29 20 1661 644
342 0 1 18 16 1661 232
343 0 1 13 19 1660 882
344 0 1 6 25 1660 582
345 0 1 17 20 1659 340
346 0 1 25 26 1659 515
347 0 1 17 13 1659 517
348 0 1 10 15 1658 491
349 0 1 13 19 1655 528
350 0 1 25 29 1652 788
351 0 1 14 19 1650 203
352 0 1 9 26 1650 565
353 0 1 22 18 1649 830
354 0 1 17 29 1648 885
355 0 1 26 14 1646 1071
356 0 1 17 17 1645 351
357 0 1 13 12 1644 880
358 0 1 20 15 1642 908
359 0 1 8 16 1642 400
360 0 1 15 12 1642 1011
361 0 1 19 17 1642 1054
362 0 1 29 23 1642 912
363 0 1 10 27 1642 935
364 0 1 27 24 1641 456
365 0 1 18 19 1641 1073
366 0 1 3 16 1640 448
367 0 1 24 23 1638 136
368 0 1 13 26 1638 972
369 0 1 12 14 1637 930
370 0 1 23 14 1637 123
371 0 1 24 28 1637 861
372 0 1 12 28 1637 685
373 0 1 23 20 1635 888
374 0 1 23 14 1633 318
375 0 1 24 27 1633 606
376 0 1 11 25 1632 713
377 0 1 17 13 1631 835
378 0 1 24 28 1630 418
379 0 1 25 18 1629 603
380 0 1 14 15 1629 873
381 0 1 18 17 1628 944
382 0 1 11 28 1628 544
383 0 1 27 22 1627 924
384 0 1 28 14 1626 289
385 0 1 16 12 1626 213
386 0 1 19 29 1626 513
387 0 1 23 22 1625 947
388 0 1 14 19 1625 840
389 0 1 15 21 1625 854
390 0 1 24 15 1622 746
391 0 1 4 14 1619 285
392 0 1 4 24 1619 949
393 0 1 17 25 1619 1031
394 0 1 26 26 1616 418
395 0 1 16 20 1615 975
396 0 1 26 22 1613 1058
397 0 1 6 25 1612 466
398 0 1 7 20 1612 610
399 0 1 9 18 1611 208
400 0 1 17 27 1610 563
401 0 1 12 27 1609 925
402 0 1 6 23 1609 994
403 0 1 23 15 1607 644
404 0 1 18 13 1606 214
405 0 1 25 27 1606 466
406 0 1 29 12 1605 906
407 0 1 21 27 1604 536
408 0 1 28 28 1603 738
409 0 1 17 26 1600 583
410 0 1 5 13 1600 551
411 0 1 19 16 1598 235
412 0 1 3 22 1597 623
413 0 1 22 29 1592 521
414 0 1 18 11 1591 655
415 0 1 18 23 1590 522
416 0 1 22 25 1585 323
417 0 1 9 20 1585 222
418 0 1 23 13 1584 963
419 0 1 29 13 1583 516
420 0 1 18 29 1582 310
421 0 1 6 14 1581 820
422 0 1 5 16 1580 406
423 0 1 15 20 1580 761
424 0 1 22 22 1580 838
425 0 1 28 12 1580 325
426 0 1 20 27 1577 795
427 0 1 24 24 1575 677
428 0 1 10 29 1573 122
429 0 1 26 19 1573 477
430 0 1 15 16 1571 134
431 0 1 14 27 1567 201
432 0 1 15 24 1566 383
433 0 1 29 18 1566 755
434 0 1 6 29 1565 560
435 0 1 11 12 1564 545
436 0 1 23 13 1563 815
437 0 1 14 16 1563 583
438 0 1 17 13 1562 336
439 0 1 11 12 1562 747
440 0 1 29 21 1561 429
441 0 1 28 27 1560 494
442 0 1 21 25 1557 453
443 0 1 25 19 1554 229
444 0 1 21 14 1553 895
445 0 1 25 22 1552 754
446 0 1 14 27 1550 730
447 0 1 5 16 1549 524
448 0 1 4 28 1548 901
449 0 1 28 22 1547 772
450 0 1 10 10 1547 557
451 0 1 25 26 1547 889
452 0 1 29 13 1546 321
453 0 1 23 19 1546 826
454 0 1 7 14 1544 352
455 0 1 19 26 1542 665
456 0 1 19 21 1539 935
457 0 1 24 11 1538 634
458 0 1 8 27 1538 564
459 0 1 7 21 1538 1031
460 0 1 23 17 1536 672
461 0 1 5 13 1536 1061
462 0 1 9 26 1536 1024
463 0 1 6 27 1535 999
464 0 1 10 12 1534 278
465 0 1 16 18 1533 926
466 0 1 16 25 1532 633
467 0 1 11 12 1532 777
468 0 1 9 11 1532 1078
469 0 1 23 11 1531 841
470 0 1 28 14 1529 630
471 0 1 8 16 1528 996
472 0 1 29 16 1527 458
473 0 1 14 17 1527 345
474 0 1 26 13 1527 933
475 0 1 14 16 1526 730
476 0 1 28 16 1525 102
477 0 1 8 15 1525 734
478 0 1 20 12 1524 574
479 0 1 28 22 1523 141
480 0 1 3 29 1520 509
481 0 1 12 15 1520 718
482 0 1 22 15 1516 945
483 0 1 29 21 1516 270
484 0 1 19 13 1515 1090
485 0 1 15 18 1514 942
486 0 1 7 17 1514 689
487 0 1 27 18 1513 974
488 0 1 17 25 1512 917
489 0 1 4 28 1511 872
490 0 1 19 10 1510 540
491 0 1 9 18 1510 239
492 0 1 25 24 1508 983
493 0 1 22 15 1506 633
494 0 1 7 22 1505 374
495 0 1 22 23 1503 953
496 0 1 22 21 1503 1078
497 0 1 29 20 1503 569
498 0 1 25 26 1500 510
499 0 1 6 22 1500 207
500 0 1 9 26 1498 919
501 0 1 26 18 1498 990
502 0 1 8 20 1497 317
503 0 1 25 22 1497 887
504 0 1 15 21 1496 297
505 0 1 26 12 1495 666
506 0 1 15 24 1495 234
507 0 1 8 26 1494 826
508 0 1 4 15 1493 267
509 0 1 25 14 1493 141
510 0 1 20 15 1493 584
511 0 1 17 28 1492 144
512 0 1 28 14 1492 725
513 0 1 28 19 1492 1023
514 0 1 18 14 1491 1009
515 0 1 7 21 1490 421
516 0 1 5 29 1489 928
517 0 1 27 24 1488 593
518 0 1 4 13 1488 398
519 0 1 28 25 1488 834
520 0 1 16 21 1487 788
521 0 1 20 22 1486 208
522 0 1 17 20 1485 961
523 0 1 27 27 1485 773
524 0 1 4 16 1484 987
525 0 1 10 11 1484 445
526 0 1 29 15 1483 623
527 0 1 27 28 1483 155
528 0 1 8 28 1482 1046
529 0 1 16 14 1481 520
530 0 1 17 20 1480 661
531 0 1 26 17 1479 1052
532 0 1 27 25 1478 689
533 0 1 19 9 1477 987
534 0 1 22 26 1477 982
535 0 1 19 22 1476 876
536 0 1 20 20 1476 563
537 0 1 11 12 1475 630
538 0 1 17 21 1474 1062
539 0 1 23 21 1474 384
540 0 1 25 14 1474 271
541 0 1 24 28 1473 355
542 0 1 20 11 1473 514
543 0 1 29 25 1471 635
544 0 1 3 29 1471 793
545 0 1 19 13 1471 946
546 0 1 27 29 1470 650
547 0 1 22 24 1469 228
548 0 1 18 27 1468 235
549 0 1 18 23 1468 1011
550 0 1 20 12 1467 590
551 0 1 13 15 1466 180
552 0 1 4 23 1464 623
553 0 1 17 28 1464 645
554 0 1 7 16 1461 273
555 0 1 11 25 1461 401
556 0 1 23 26 1460 677
557 0 1 25 14 1459 302
558 0 1 11 12 1459 444
559 0 1 27 27 1459 319
560 0 1 3 11 1459 909
561 0 1 15 16 1456 451
562 0 1 10 16 1456 645
563 0 1 12 16 1455 602
564 0 1 24 20 1455 374
565 0 1 18 17 1455 1060
566 0 1 12 28 1455 346
567 0 1 22 20 1454 736
568 0 1 23 21 1454 207
569 0 1 4 11 1451 813
570 0 1 7 26 1449 707
571 0 1 10 22 1449 362
572 0 1 22 15 1446 891
573 0 1 28 26 1446 142
574 0 1 6 15 1446 1080
575 0 1 3 13 1445 457
576 0 1 11 22 1445 486
577 0 1 24 25 1444 590
578 0 1 20 17 1439 460
579 0 1 4 18 1439 691
580 0 1 7 29 1439 1025
581 0 1 14 13 1439 894
582 0 1 9 15 1439 447
583 0 1 17 21 1438 292
584 0 1 27 20 1438 791
585 0 1 5 16 1438 589
586 0 1 22 26 1437 661
587 0 1 7 9 1437 951
588 0 1 16 21 1436 1027
589 0 1 6 21 1435 415
590 0 1 20 28 1433 304
591 0 1 3 8 1432 342
592 0 1 29 24 1432 284
593 0 1 22 13 1430 340
594 0 1 22 24 1428 621
595 0 1 12 29 1428 706
596 0 1 3 18 1427 898
597 0 1 4 9 1424 269
598 0 1 6 18 1419 1003
599 0 1 17 15 1418 551
600 0 1 24 19 1418 570
601 0 1 22 19 1415 941
602 0 1 4 13 1414 420
603 0 1 5 17 1414 816
604 0 1 8 22 1414 885
605 0 1 10 28 1413 737
606 0 1 23 14 1413 934
607 0 1 27 24 1413 636
608 0 1 11 24 1413 764
609 0 1 28 27 1413 928
610 0 1 5 12 1413 536
611 0 1 24 14 1412 463
612 0 1 24 21 1411 976
613 0 1 13 13 1411 295
614 0 1 28 25 1411 978
615 0 1 21 25 1411 992
616 0 1 6 29 1410 121
617 0 1 28 13 1409 653
618 0 1 5 9 1409 645
619 0 1 22 23 1403 529
620 0 1 22 29 1401 595
621 0 1 14 20 1401 807
622 0 1 14 15 1400 204
623 0 1 27 28 1398 825
624 0 1 4 22 1397 820
625 0 1 12 13 1397 820
626 0 1 4 11 1397 988
627 0 1 11 19 1393 337
628 0 1 15 13 1393 550
629 0 1 12 27 1393 608
630 0 1 15 26 1391 532
631 0 1 11 15 1390 107
632 0 1 12 18 1390 1034
633 0 1 12 9 1389 161
634 0 1 26 17 1389 777
635 0 1 14 23 1389 849
636 0 1 5 11 1388 535
637 0 1 3 19 1388 128
638 0 1 11 15 1386 332
639 0 1 3 13 1384 170
640 0 1 22 28 1383 1091
641 0 1 10 23 1382 931
642 0 1 20 14 1382 393
643 0 1 4 29 1382 625
644 0 1 25 24 1381 611
645 0 1 21 23 1380 503
646 0 1 29 11 1380 572
647 0 1 5 18 1379 653
648 0 1 28 9 1379 942
649 0 1 5 28 1378 208
650 0 1 24 13 1378 861
651 0 1 12 28 1376 1056
652 0 1 26 20 1375 353
653 0 1 13 16 1374 420
654 0 1 7 10 1373 313
655 0 1 5 11 1373 306
656 0 1 4 25 1373 480
657 0 1 7 19 1373 1043
658 0 1 5 9 1373 811
659 0 1 8 10 1373 343
660 0 1 26 9 1371 356
661 0 1 17 11 1370 582
662 0 1 20 18 1370 990
663 0 1 26 24 1370 270
664 0 1 27 26 1370 812
665 0 1 6 26 1370 190
666 0 1 29 29 1368 1053
667 0 1 24 20 1367 546
668 0 1 7 11 1367 1024
669 0 1 17 12 1367 795
670 0 1 16 15 1366 464
671 0 1 9 15 1366 1087
672 0 1 6 17 1365 902
673 0 1 22 27 1362 721
674 0 1 10 19 1362 1057
675 0 1 5 16 1361 851
676 0 1 12 27 1359 193
677 0 1 24 16 1359 1058
678 0 1 14 20 1359 751
679 0 1 9 10 1359 509
680 0 1 8 22 1358 373
681 0 1 13 18 1358 556
682 0 1 26 28 1357 394
683 0 1 9 12 1357 637
684 0 1 17 23 1356 368
685 0 1 16 19 1356 210
686 0 1 13 20 1355 470
687 0 1 23 21 1355 1045
688 0 1 6 15 1353 369
689 0 1 15 25 1353 985
690 0 1 5 23 1353 565
691 0 1 5 21 1352 233
692 0 1 21 25 1352 912
693 0 1 20 25 1351 680
694 0 1 24 14 1348 1010
695 0 1 21 10 1348 768
696 0 1 22 10 1347 668
697 0 1 18 17 1347 161
698 0 1 6 12 1347 665
699 0 1 28 9 1346 1043
700 0 1 19 28 1346 216
701 0 1 9 25 1346 945
702 0 1 21 21 1345 114
703 0 1 6 25 1345 787
704 0 1 8 13 1344 899
705 0 1 23 13 1342 431
706 0 1 12 26 1342 1092
707 0 1 20 18 1341 304
708 0 1 15 17 1341 118
709 0 1 28 27 1341 156
710 0 1 18 15 1340 291
711 0 1 13 26 1340 1064
712 0 1 23 19 1337 948
713 0 1 23 12 1334 812
714 0 1 18 11 1334 640
715 0 1 4 10 1331 213
716 0 1 21 19 1331 129
717 0 1 8 16 1329 550
718 0 1 7 26 1329 557
719 0 1 22 16 1329 474
720 0 1 11 9 1328 765
721 0 1 15 21 1327 1040
722 0 1 13 26 1327 185
723 0 1 4 20 1326 461
724 0 1 10 14 1325 1067
725 0 1 4 20 1322 505
726 0 1 18 28 1322 469
727 0 1 21 22 1322 314
728 0 1 25 20 1321 229
729 0 1 13 22 1318 198
730 0 1 18 13 1316 519
731 0 1 16 24 1316 530
732 0 1 27 22 1315 623
733 0 1 20 24 1314 599
734 0 1 8 12 1314 693
735 0 1 13 12 1314 195
736 0 1 10 21 1312 347
737 0 1 3 13 1312 710
738 0 1 24 16 1310 730
739 0 1 11 18 1310 1018
740 0 1 27 17 1309 980
741 0 1 23 9 1309 365
742 0 1 28 18 1308 213
743 0 1 23 22 1305 921
744 0 1 12 29 1305 959
745 0 1 12 11 1304 571
746 0 1 7 29 1302 709
747 0 1 16 26 1301 152
748 0 1 25 22 1300 617
749 0 1 25 23 1300 900
750 0 1 22 12 1297 993
751 0 1 15 26 1296 508
752 0 1 24 15 1295 265
753 0 1 8 17 1295 836
754 0 1 14 11 1295 456
755 0 1 28 21 1294 1039
756 0 1 12 19 1294 291
757 0 1 26 11 1293 404
758 0 1 12 19 1293 466
759 0 1 3 18 1291 661
760 0 1 22 21 1291 125
761 0 1 21 27 1291 1003
762 0 1 15 12 1289 104
763 0 1 3 25 1288 531
764 0 1 17 23 1285 195
765 0 1 11 19 1284 649
766 0 1 23 17 1284 841
767 0 1 19 8 1283 492
768 0 1 26 24 1283 134
769 0 1 21 22 1283 282
770 0 1 16 18 1281 706
771 0 1 4 23 1280 828
772 0 1 25 15 1280 611
773 0 1 7 22 1279 895
774 0 1 15 24 1278 513
775 0 1 7 17 1276 100
776 0 1 10 28 1276 239
777 0 1 11 25 1275 394
778 0 1 15 8 1274 527
779 0 1 6 13 1272 458
780 0 1 29 15 1272 725
781 0 1 23 8 1271 420
782 0 1 6 17 1270 590
783 0 1 15 12 1269 398
784 0 1 12 22 1267 531
785 0 1 27 20 1265 279
786 0 1 19 28 1265 182
787 0 1 4 15 1265 910
788 0 1 11 17 1263 857
789 0 1 15 17 1262 551
790 0 1 24 29 1262 1063
791 0 1 15 26 1262 564
792 0 1 20 21 1261 642
793 0 1 4 29 1261 639
794 0 1 22 28 1260 878
795 0 1 16 20 1260 410
796 0 1 8 9 1258 543
797 0 1 25 24 1258 860
798 0 1 24 26 1258 721
799 0 1 14 9 1257 1093
800 0 1 14 22 1256 1031
801 0 1 9 13 1255 152
802 0 1 29 9 1254 971
803 0 1 23 29 1253 304
804 0 1 10 26 1253 281
805 0 1 26 19 1252 457
806 0 1 16 13 1250 941
807 0 1 16 29 1250 988
808 0 1 21 28 1250 282
809 0 1 23 12 1248 777
810 0 1 17 9 1248 111
811 0 1 16 18 1247 1076
812 0 1 5 24 1244 370
813 0 1 26 29 1244 438
814 0 1 6 8 1244 678
815 0 1 28 26 1244 137
816 0 1 18 21 1242 830
817 0 1 8 21 1242 517
818 0 1 15 17 1242 375
819 0 1 29 15 1241 873
820 0 1 25 21 1240 589
821 0 1 4 15 1240 892
822 0 1 11 19 1239 658
823 0 1 18 14 1239 331
824 0 1 21 8 1239 1068
825 0 1 16 19 1239 1076
826 0 1 8 29 1239 134
827 0 1 16 21 1238 958
828 0 1 4 23 1238 624
829 0 1 20 8 1237 647
830 0 1 12 14 1237 199
831 0 1 12 27 1236 272
832 0 1 25 9 1236 254
833 0 1 22 16 1235 825
834 0 1 14 11 1234 583
835 0 1 23 19 1234 432
836 0 1 10 21 1233 121
837 0 1 19 28 1230 984
838 0 1 25 28 1229 898
839 0 1 22 24 1227 588
840 0 1 18 15 1226 647
841 0 1 24 12 1226 242
842 0 1 16 27 1225 987
843 0 1 4 15 1223 192
844 0 1 16 24 1222 486
845 0 1 24 11 1222 510
846 0 1 6 28 1222 176
847 0 1 15 11 1221 534
848 0 1 21 23 1221 160
849 0 1 26 23 1220 448
850 0 1 28 11 1217 565
851 0 1 14 15 1217 1085
852 0 1 16 15 1217 213
853 0 1 27 12 1216 151
854 0 1 9 16 1216 964
855 0 1 10 25 1215 450
856 0 1 21 27 1215 155
857 0 1 25 24 1214 700
858 0 1 6 28 1214 288
859 0 1 27 18 1214 355
860 0 1 10 12 1214 1089
861 0 1 14 26 1214 811
862 0 1 12 10 1214 327
863 0 1 20 24 1213 392
864 0 1 16 17 1213 902
865 0 1 21 13 1212 392
866 0 1 27 22 1212 916
867 0 1 8 24 1209 306
868 0 1 13 25 1209 272
869 0 1 3 20 1209 553
870 0 1 12 15 1205 1024
871 0 1 20 18 1202 228
872 0 1 15 23 1200 799
873 0 1 24 12 1200 298
874 0 1 15 27 1198 756
875 0 1 12 24 1198 587
876 0 1 20 18 1197 334
877 0 1 21 19 1197 501
878 0 1 4 20 1194 942
879 0 1 16 9 1194 746
880 0 1 12 13 1193 422
881 0 1 13 22 1192 469
882 0 1 5 9 1191 805
883 0 1 13 28 1191 111
884 0 1 12 26 1190 804
885 0 1 9 8 1190 933
886 0 1 21 15 1189 1007
887 0 1 17 18 1189 703
888 0 1 19 19 1189 1066
889 0 1 10 21 1189 717
890 0 1 20 17 1185 543
891 0 1 13 22 1185 911
892 0 1 14 20 1185 444
893 0 1 15 29 1183 577
894 0 1 14 17 1183 782
895 0 1 9 18 1182 915
896 0 1 26 24 1181 740
897 0 1 28 21 1180 833
898 0 1 11 23 1180 140
899 0 1 26 26 1179 296
900 0 1 9 13 1178 422
901 0 1 14 11 1178 232
902 0 1 8 27 1178 908
903 0 1 9 26 1175 1082
904 0 1 16 26 1174 255
905 0 1 15 8 1174 1097
906 0 1 17 13 1173 210
907 0 1 17 14 1172 756
908 0 1 16 18 1172 683
909 0 1 29 14 1172 580
910 0 1 19 24 1172 106
911 0 1 25 24 1172 581
912 0 1 3 28 1171 934
913 0 1 29 12 1170 827
914 0 1 12 27 1170 492
915 0 1 8 22 1169 548
916 0 1 7 14 1169 462
917 0 1 7 23 1169 420
918 0 1 9 24 1169 733
919 0 1 14 21 1167 261
920 0 1 22 10 1166 194
921 0 1 24 21 1165 564
922 0 1 17 9 1165 214
923 0 1 20 12 1164 366
924 0 1 9 10 1163 566
